target,text
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,Thanks for loving me so. You rock
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,Cancel cheyyamo?and get some money back?
spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Nt joking seriously i told
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,"Sorry, I'll call later"
ham,DO U WANT 2 MEET UP 2MORRO
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,Any way where are you and what doing.
ham,Yup having my lunch buffet now.. U eat already?
ham,"Greetings me, ! Consider yourself excused."
ham,"Aight, text me tonight and we'll see what's up"
ham,"Ask g or iouri, I've told the story like ten times already"
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,I know you are serving. I mean what are you doing now.
ham,Can a not?
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,Nothing spl..wat abt u and whr ru?
ham,Yes i thought so. Thanks.
ham,Thanks chikku..:-) gud nyt:-*
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,Mm yes dear look how i am hugging you both. :-P
ham,Ya very nice. . .be ready on thursday
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
ham,"alright, I'll make sure the car is back tonight"
ham,No da. . Vijay going to talk in jaya tv
ham,U dun say so early hor... U c already then say...
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,Jos ask if u wana meet up?
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,Is there any training tomorrow?
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,Pls accept me for one day. Or am begging you change the number.
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
ham,Is xy going 4 e lunch?
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,Pls send me the correct name da.
ham,Oh...i asked for fun. Haha...take care. Ì_
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,Then i buy.
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611
ham,Am only searching for good dual sim mobile pa.
ham,Yes fine 
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham,What happen dear tell me
ham,My friends use to call the same.
ham,There is a first time for everything :)
ham,Gokila is talking with you aha:)
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,Eh den sat u book e kb liao huh...
ham,Is avatar supposed to have subtoitles
ham,Hey you told your name to gautham ah?
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,"Trust me. Even if isn't there, its there."
ham,By monday next week. Give me the full gist
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,I dont know why she.s not getting your messages
ham,How much i gave to you. Morning.
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,Nobody can decide where to eat and dad wants Chinese
ham,Are you wet right now?
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
ham,S.i think he is waste for rr..
ham,"So check your errors and if you had difficulties, do correction."
ham,Gud mrng dear have a nice day
ham,U should have made an appointment
ham,We'll join the  &lt;#&gt;  bus
ham,Did u got that persons story
spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,Ok. There may be a free gym about.
ham,\HEY KATE
ham,Well. Balls. Time to make calls
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
ham,Howz that persons story
ham,Can you pls send me that company name. In saibaba colany
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,ILL B DOWN SOON
ham,Sent me de webadres for geting salary slip
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
ham,Ill be there on  &lt;#&gt;  ok.
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Beerage?
ham,Yay! You better not have told that to 5 other girls either.
ham,"I'm in a meeting, call me later at"
ham,Ok try to do week end course in coimbatore.
ham,U having lunch alone? I now so bored...
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
ham,Nope watching tv at home... Not going out. V bored...
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,What you thinked about me. First time you saw me in class.
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
ham,No. I dont want to hear anything
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
ham,My battery is low babe
ham,Sorry da thangam.it's my mistake.
ham,I am not sure about night menu. . . I know only about noon menu
ham,You call him and tell now infront of them. Call him now.
ham,Now i'm going for lunch.
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
ham,And he's apparently bffs with carly quick now
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
